Unnamed: 0,type_avion,age_avion,nombre_passagers,consommation_carburant
93,A320,2011.0,,0.681425902117079
94,A320,2011.0,,0.6609446466351115
95,A320,2012.0,,0.6798422379711814
96,A320,2010.0,,0.6814680512665101
97,A320,2010.0,,0.7439316806065923
98,A320,2013.0,158.0,0.7448802630043839
99,A320,2013.0,158.0,0.7142672691533329
109,A319,2008.0,,0.7544219138769861
110,A319,2008.0,,1.0456787945194943
111,A319,,,0.6997676191387003
112,A319,2011.0,,1.00153991299447
113,A319,,,0.9551511066095968
114,A319,,,0.7362100564393532
115,A319,1997.0,138.0,0.8934205110599464
116,A319,1997.0,138.0,0.7502292895347215
117,A319,1998.0,138.0,0.7414946315456288
118,A319,1998.0,138.0,0.8442796971965766
119,A320,2009.0,168.0,0.6504531767473609
120,A320,2010.0,168.0,0.9582953718100578
121,B752,1995.0,,1.209844342922424
122,B752,1995.0,,1.4289709767081298
123,A320,2003.0,,0.6843601452961499
124,A320,2008.0,162.0,0.5697329590749752
125,A320,2008.0,162.0,0.546074771135351
126,A320,2014.0,162.0,0.6837009613810416
127,A320,,,0.6548152626775054
128,A320,,,0.633149716017534
129,A320,,,0.722098155686371
130,A320,,,0.6531292889792085
131,A320,,,0.6773678612274112
132,A320,,,0.6782183744649991
133,A319,2008.0,156.0,0.6903915097404483
134,A319,2008.0,156.0,0.7017409578910138
135,A319,2008.0,156.0,1.0383081292883418
136,A320,2015.0,,0.6558299799893198
137,A320,2015.0,,0.7130267560863746
138,A320,2015.0,,0.7260836920669193
139,A320,2015.0,,0.689127873471807
140,A320,2015.0,,0.7704672218665217
141,A320,2015.0,,0.6548584286845476
142,A319,,,0.789870263416394
143,A319,,,0.6876694929417319
144,A319,,,0.7018178787382253
145,A319,,,0.6293684456187976
146,A319,,,0.6066013489292591
147,A319,,,0.599554765342017
148,A319,,,0.6288063639303915
149,A319,,,0.7787808238031053
153,E190,,,0.5166005869062763
154,E190,,,0.5623803691569809
155,E190,,,0.566143164278476
156,E190,,,0.5067878302588023
157,E190,2011.0,,0.5488291570997869
160,A319,2011.0,156.0,0.653320540769604
161,A319,2011.0,156.0,0.5658505755732038
162,B738,2009.0,189.0,0.7588805125028959
163,B738,2009.0,189.0,0.8352463959482164
164,B738,2009.0,189.0,0.6593937906446469
165,B738,2009.0,189.0,0.7008012575419175
0,B738,2012.0,,0.6729782401415765
12,A319,,,0.7812593043488731
13,A319,,,0.9579845345271988
14,A319,,,0.8147138012412657
15,A319,,,1.0603610652985027
16,A319,,,0.9332660482781896
17,A319,,,0.7979366505760096
18,A319,,,0.5551462717933254
19,A319,,,0.4886157662877571
22,A320,,,0.718617203597077
23,A320,,,0.8240384610555276
24,A320,2001.0,,0.7007723455385598
25,A320,2006.0,,0.7544541299232772
26,A320,2006.0,,0.6572978650984491
29,A321,1995.0,,0.950024476474864
30,A321,1995.0,,0.7510079762511294
31,A321,1995.0,,1.0602178468795624
32,A321,1995.0,,0.8295495050305823
33,A321,1995.0,,0.953590936722375
34,A319,2000.0,,0.797891156895658
35,A319,2000.0,,0.7382412633633376
36,A319,2000.0,,0.7469581465191129
37,A319,2001.0,,0.7814528871339979
38,A319,2001.0,,0.4833251679099156
39,A319,2001.0,,0.8755947306198724
42,A321,1999.0,,0.7996763464390837
43,A321,2001.0,,0.7843941489298044
44,A321,2008.0,,0.8927653597452394
45,A321,2008.0,,0.9156174137863028
46,A321,2008.0,200.0,0.9040376342261742
47,A321,2008.0,200.0,0.7453463377850915
48,A321,2008.0,200.0,1.0209818258190746
64,E190,2007.0,,0.7827606917975942
65,E190,2007.0,,0.585333217861745
66,E190,2007.0,,0.6106515900304641
67,E190,,,0.4423448475575434
68,A320,2011.0,,0.7110071012848399
69,A320,2011.0,,0.7553734416069599
70,A320,2011.0,,0.6944125367427895
71,A320,2011.0,,0.7843399371650575
72,A320,2011.0,,0.6664157859405013
73,A320,2011.0,,0.7079605380724648
74,A320,2012.0,,0.6680698433159133
75,A320,2012.0,,0.7572087600845012
77,A319,,,0.8806879905929594
78,A319,,,0.9290739489746292
79,A319,,,0.6982768376655779
80,A319,1997.0,138.0,0.8433876047391851
81,A319,1997.0,138.0,0.8406349747269684
82,A320,2009.0,168.0,0.8773293270759025
83,A320,2010.0,168.0,0.5785129755829661
84,B752,1998.0,178.0,1.1808788616865629
85,B752,1998.0,178.0,1.3692335204851012
87,A320,2002.0,,0.4791827190821582
88,A320,2008.0,,0.7228438300386218
89,A320,2014.0,162.0,0.69083810352849
90,A320,2015.0,,0.5520376705177202
91,A320,2015.0,,0.589057248243757
92,A320,,,0.7626315811981395
93,A320,,,0.6497514115367163
94,A320,2015.0,,0.7791295944223466
95,A320,2015.0,,0.6712354428664128
96,A319,,,0.7616540228730718
97,A319,,,0.7539432284345903
98,A319,,,0.8356644921110793
99,A319,,,0.7493503056101954
100,A319,,,0.6925848193393858
101,A319,,,0.8149362755326914
102,A320,,,0.6695850763580365
103,A320,,,0.7469929520100563
104,A319,,,0.7837310217719913
105,A319,,,0.6341297396960746
106,A319,,,0.7203150396761137
107,A319,2010.0,100.0,0.6136309787823889
108,E190,,,0.6131132643169236
109,E190,,,0.5596526077631492
110,A320,2012.0,180.0,0.8638989225418671
111,A320,2012.0,180.0,0.8721166649920946
112,B738,2005.0,,0.9164374766812616
113,B738,2005.0,,1.030606271961706
114,B738,2007.0,189.0,1.0184998515097017
115,B738,2007.0,189.0,0.7880138045889353
116,B738,2008.0,189.0,0.732592517889508
117,B738,2008.0,189.0,0.6666265635894332
118,B738,2010.0,189.0,0.6481159881601124
119,B738,2010.0,189.0,0.7262325076445824
120,B738,2018.0,189.0,1.220414612025261
121,B738,2018.0,189.0,1.0155872274433673
0,A319,,,0.8008115902662194
0,E190,2014.0,,0.5274818349709
1,E190,2014.0,,0.6909975063528762
2,A320,2012.0,168.0,0.6666414328906759
3,A320,2012.0,168.0,0.8138210258289477
8,B738,,,0.5593616450240166
9,B738,,,0.7504578489077349
12,A319,,,0.9078702586637464
13,A319,,,0.8051334548819039
14,A320,,,0.6849645079874889
15,A320,,,0.8385763023192936
16,A319,,,0.7613281066882315
17,A319,,,0.4894146887685263
18,A319,,,0.6260944758902255
19,A319,,,0.7329128249078908
20,A319,,,0.5858635799006678
21,A320,,,0.551480510213952
22,A320,2002.0,,0.6128862740413482
23,A320,2002.0,,0.5695424686753002
24,A320,2002.0,,0.5519776951283619
25,A320,2002.0,,0.5393916051190967
26,A321,1994.0,,0.9149871391297104
27,A321,1994.0,,0.8951813143514585
28,A321,1995.0,,0.9554894927603976
29,A321,1995.0,,0.8287717863256896
30,A321,,,0.9131086341464648
31,A321,,,0.9371622754955276
32,A319,1999.0,,0.7359135644386232
33,A319,1999.0,,0.7824211059880601
36,A321,2008.0,,0.8646862948549686
37,A321,2008.0,,0.8968154073293478
38,A321,2008.0,,0.8902555780189955
39,A321,2008.0,,0.8565285205960375
40,A321,2008.0,,0.8695420004036013
52,A320,2009.0,,0.7428749294003102
53,A320,2009.0,,0.8976542347534932
54,A320,2010.0,182.0,0.6851846782705175
55,A320,2010.0,182.0,0.7508775193131421
56,A320,2010.0,,0.6755659849546173
57,A320,2010.0,,0.718293716259728
58,A320,2010.0,,0.7106225400369858
59,A320,2011.0,,0.7065781793835377
60,A320,2011.0,,0.7104147872435416
65,A319,1997.0,138.0,0.7741311556062234
66,A319,1997.0,138.0,0.9299216261760902
67,A320,2010.0,168.0,0.7602147102038946
68,A320,2010.0,168.0,0.5324408468177361
69,A320,2010.0,168.0,0.5567861029225852
70,A320,2013.0,168.0,0.6680001920608934
71,A320,2013.0,168.0,0.6706908399637952
72,B752,1995.0,,1.3873527662320848
74,A319,2001.0,132.0,0.7787470240887063
75,A321,2004.0,,0.8805836029204072
76,A319,2007.0,156.0,0.7392076436896814
77,A319,2007.0,156.0,0.8088893905498172
78,A320,,,0.8165208309115299
79,A320,,,0.5714547749635568
80,A320,,,0.6773513850296436
81,A319,2006.0,156.0,0.6871919932463711
82,A319,2006.0,156.0,0.8149335772235861
83,A319,2006.0,156.0,0.8957101949796873
84,A319,2006.0,156.0,0.7156931487020229
85,A319,2006.0,156.0,0.7421708299722933
86,A319,2006.0,156.0,0.7348920860177157
87,A319,,,0.8078911944697618
88,A319,,,0.805536922112439
89,A319,,,0.7893326448880852
90,A319,,,0.7551563172683143
91,A319,,,0.7691794523016127
92,A320,,,0.7181661654415723
93,A320,,,0.7290669049636112
94,A320,,,0.683892012672576
95,A320,,,0.7222077273457532
96,A320,2003.0,180.0,0.5954319971109107
97,A320,2003.0,180.0,0.6960451268738661
98,A320,2003.0,180.0,0.6835688253498795
99,A319,,,0.769002130956611
100,A319,,,0.7456037531013494
101,A319,,,0.791021978616946
102,E190,2012.0,,0.4981352688537034
103,E190,2012.0,,0.4349469271337043
105,B737,2008.0,129.0,0.7539482205885175
106,B737,2008.0,129.0,0.825373449936787
107,E190,2010.0,100.0,0.585157163779075
108,E190,,,0.5995328190110281
109,E190,,,0.6699377700258764
110,B738,2003.0,189.0,0.899256202426653
111,B738,2003.0,189.0,0.750178500615198
112,A320,2011.0,180.0,0.5815041138195125
113,A320,2011.0,180.0,0.4927088228000983
114,B738,2014.0,186.0,1.0462115022585552
115,B738,2014.0,186.0,0.930147226853582
116,B738,2005.0,189.0,0.7235137435880591
117,B738,2005.0,189.0,1.0441304266147489
118,B738,2005.0,189.0,0.8542313823269831
119,B738,2005.0,189.0,0.9035111003204284
120,B738,2007.0,189.0,0.8830236594931635
121,B738,2007.0,189.0,0.8103747025278498
122,B738,2009.0,189.0,0.65360283460102
123,B738,2009.0,189.0,0.7513586387294428
124,B738,2012.0,189.0,0.7443291919921736
125,B738,2012.0,189.0,0.7864159648938824
126,B738,2017.0,189.0,0.5576845478729858
127,B738,2017.0,189.0,0.6999945079759158
128,B738,2017.0,189.0,0.535465779726109
129,B738,2017.0,189.0,0.6529181460428102
130,B738,2017.0,189.0,0.6551521189242114
131,B738,2017.0,189.0,0.6984751640809921
132,B738,2017.0,189.0,0.7545834709845551
0,B738,2006.0,162.0,0.8194136076864563
1,B738,2006.0,162.0,0.6967412386344148
2,A320,2013.0,145.0,0.6368100077627781
3,A320,2013.0,145.0,0.8080369399639413
4,A320,2001.0,,0.6481908901135431
5,A320,2001.0,,0.6900440272546875
7,B738,,,0.6567804350154731
8,B738,,,0.6846036167955032
11,A320,2013.0,,0.6906220060695383
12,A320,2013.0,,0.7075063038501418
13,A319,,,0.8041688011249127
14,A319,,,0.7349018276379906
15,A320,,,0.7029893816066772
16,A320,,,0.6912062351635981
17,A319,,,0.6198236417890588
18,A319,,,0.6279922908610891
19,A319,,,0.7560295497232267
20,A319,,,0.754657169436747
21,A319,,,0.6850029485797566
22,A320,,,0.7904168491905738
23,A320,,,0.7651987274419563
26,A321,1994.0,,0.9083596813434988
27,A321,1995.0,,0.8565773042494578
28,A321,1995.0,,0.9236251188166568
29,A321,1995.0,,0.8048195247110163
30,A321,1995.0,,0.9503322827101808
32,A321,2008.0,,0.8246685611179436
33,A321,2009.0,,0.8644441050719258
34,A321,2009.0,,0.8459213054604184
48,A320,2010.0,,0.6842927816851041
49,A320,2010.0,,0.5671707265112873
50,A320,2010.0,,0.6656728261836405
51,A320,2010.0,,0.676094638651387
52,A320,2011.0,,0.6604206831133311
53,A320,2011.0,,0.6894619636794665
54,A320,2011.0,,0.6766100606663528
55,A320,2011.0,,0.5579817834672683
56,A320,2011.0,,0.5777939084244301
57,A320,2011.0,,0.741290253190702
58,A320,2011.0,,0.7065019321859938
59,A320,2011.0,,0.6334171253677567
62,B738,,,0.789916074187021
63,B738,,,0.6607268628299994
66,A319,,,0.6971185803343365
67,A319,,,0.8876255586051681
68,A320,2014.0,168.0,0.7112994107497038
69,A320,2010.0,168.0,0.6839250632058204
70,A320,2010.0,168.0,0.6676050304470996
71,A320,2010.0,168.0,0.851894083930171
72,A320,2012.0,168.0,0.6232606242059592
73,A320,2012.0,168.0,0.8925197932550132
74,A320,2013.0,168.0,0.6131729454090723
75,A319,2006.0,156.0,0.7392737514983667
76,A319,2006.0,156.0,0.749703301276177
77,A320,2008.0,,0.6879988062023943
78,A320,2008.0,,0.7172902591984159
79,A320,2008.0,162.0,0.7364316985285516
80,A320,,,0.7323582186171873
81,A320,,,0.66893140986014
82,A320,,,0.6967131998254007
83,A320,,,0.6746788767159209
84,A320,,,0.73482517812178
85,A320,,,0.7502922929736919
86,A320,,,0.5843698846554792
87,A319,2006.0,156.0,0.6979472514983212
88,A319,2006.0,156.0,0.7322045863366063
89,A319,2006.0,156.0,0.7908288372263398
90,A319,2006.0,156.0,0.7055742446959741
91,A319,2006.0,156.0,0.7901743812350606
92,A319,2006.0,156.0,0.7054279705857557
93,A319,2006.0,156.0,0.6777322336437274
94,A319,2006.0,156.0,0.6316973958290495
95,A319,,,0.7237303908607718
96,A319,,,0.6291952816220432
97,A319,,,0.732126464160878
98,A319,,,0.7298866730530283
99,A319,,,0.7355998330880155
100,A319,,,0.7804996213140607
101,A320,,,0.6574734915308493
102,A320,,,0.7345699458806667
103,A320,,,0.6550585637540283
104,A320,,,0.7066072811265294
105,A320,,,0.7599486477270783
106,A320,,,0.6557097492512929
107,A319,2004.0,156.0,0.6060787494847004
108,A320,2008.0,168.0,0.7775791111586687
109,A320,2008.0,168.0,0.6709773077395805
110,A319,0.0,,0.7529533553843304
111,E190,,,0.4667534319841941
112,B737,2010.0,129.0,0.7119201168373924
113,B737,2010.0,129.0,0.6885647308788176
114,E190,,,0.5112828947253025
117,E190,2011.0,,0.5267596418390313
118,E190,2012.0,,0.4802691463895276
119,E190,2012.0,,0.5838244462673823
120,E190,2012.0,,0.4600962029198351
121,E190,2012.0,,0.5547293544437893
124,A320,2017.0,186.0,0.5381123758799118
125,A320,2017.0,186.0,0.5637978293610333
126,B738,2014.0,151.0,0.5384446128183797
127,B738,2014.0,151.0,0.6432684156431998
128,B738,2007.0,189.0,0.6919295561702294
129,B738,2007.0,189.0,0.6708430652835902
130,B738,2010.0,189.0,0.7746384751212555
131,B738,2010.0,189.0,0.8428094776891809
132,B738,2012.0,189.0,0.7065209490533098
133,B738,2012.0,189.0,0.697554360044897
136,B738,2017.0,189.0,0.7121783431762171
137,B738,2017.0,189.0,0.7980223754429576
138,B738,2017.0,189.0,0.8575802267583397
139,B738,2017.0,189.0,0.6456929420733719
140,B738,2017.0,189.0,0.6830934968329437
141,B738,2017.0,189.0,0.7549807303113857
142,B738,2017.0,189.0,0.883915809466358
143,B738,2017.0,189.0,0.8685719315387888
0,B738,2007.0,142.0,0.7144262958781624
1,A320,2011.0,182.0,0.5928948531566007
2,A320,2011.0,182.0,0.5740616983622895
3,A320,,,0.5464043469250196
4,A320,,,0.7686040512831683
5,B738,2001.0,,0.8269335440666618
6,B738,2001.0,,1.1929416657174832
7,B738,2015.0,,0.5853390838911727
8,B738,2015.0,,0.6792374775232431
11,A320,2003.0,,0.7190198041405736
12,A320,2003.0,,0.7336740139832529
13,A320,2003.0,,0.5862240224357476
16,A319,,,0.627502138353094
17,A319,,,0.7251580046074982
18,A319,,,0.7891442917627249
19,A319,,,0.9322954720591572
20,A319,,,0.6301883241121381
21,A319,,,0.7241970582377315
22,A320,,,0.6828260587458814
23,A320,,,0.7327995620986933
24,A319,,,1.005493680091822
25,A319,,,0.5463183841798607
26,A319,,,0.8731365334330743
27,A319,,,0.9147471681680344
28,A320,,,0.6968513376239486
29,A320,,,0.5633454836118237
30,A320,,,0.7256215150809302
31,A320,,,0.5649379222185076
32,A320,2002.0,,0.7138333163346483
33,A320,2002.0,,0.6738804431339154
34,A320,2002.0,,0.6687383292961441
35,A320,2009.0,,0.6914467359125319
36,A321,1994.0,,0.9087800218216356
37,A321,1994.0,,0.97301885571743
38,A321,1994.0,,0.8739464922389447
39,A321,1994.0,,1.0042462779061838
40,A321,1994.0,,0.8524571404167365
41,A321,1995.0,,0.8329116780647511
42,A321,1995.0,,0.8782506108420314
43,A321,1995.0,,0.8367034063386193
44,A321,1995.0,,0.955469488071376
45,A319,2000.0,,0.8083040720380076
46,A319,2000.0,,0.6958243494241176
47,A319,2000.0,,0.782599960702269
48,A319,2000.0,,0.9988946181647164
49,A319,2000.0,,0.8101347825466231
50,A319,2000.0,,0.7289821182035918
51,A319,2000.0,,0.7026559627546667
52,A319,2000.0,,0.8055607657478246
58,A321,2008.0,,0.9138731079563563
59,A321,2008.0,,0.8551361469280534
60,A321,2009.0,200.0,0.8541223719450441
61,A321,2009.0,200.0,0.9640164039702718
62,A321,2010.0,,0.8929996968557842
74,A320,2010.0,,0.8734195336661794
75,A320,2010.0,,0.7347490735286224
76,A320,2010.0,,0.6520966298208266
77,A320,2011.0,,0.7518929823898158
78,A320,2011.0,,0.7178123088557462
79,A320,2011.0,,0.6656053664237375
80,A320,2011.0,,0.6611314679556803
81,A320,2011.0,,0.7097360121598945
82,A320,2011.0,,0.7040417728294955
83,A320,2011.0,,0.6778401412764373
84,A320,2011.0,,0.7421571988590728
85,A320,2011.0,,0.6715807506594749
86,B738,,,0.850792535823771
95,A319,2010.0,,0.7949854571728547
96,A319,2010.0,,0.9622033175755816
101,A320,2014.0,168.0,0.8407722552148987
102,A320,2009.0,168.0,0.7270607608857615
103,A320,2010.0,168.0,0.7593181245641373
104,B752,1998.0,,1.3150656280484945
105,B752,1998.0,,1.4787678423445632
106,A320,2003.0,,0.6806508473854509
107,A320,2008.0,162.0,0.769877695638144
108,A320,2010.0,162.0,0.5768727244482655
109,A320,2010.0,162.0,0.5858620065223246
112,A320,,,0.6798277974993046
113,A320,,,0.5813667899506432
114,A320,,,0.6678365607860588
115,A320,,,0.7404827657168375
116,A320,,,0.7057679603957726
117,A320,,,0.6487425669123092
118,A320,,,0.7465670752396806
119,A319,2006.0,156.0,0.7805887407630446
120,A319,2006.0,156.0,0.7568707405239361
121,A319,2006.0,156.0,0.9032821441545476
122,A319,2006.0,156.0,0.7229325028061082
123,A319,2006.0,156.0,0.8050237620558582
124,A319,2006.0,156.0,0.7374789643353071
125,A319,2006.0,156.0,0.7346350609107619
126,A319,2006.0,156.0,0.7696704121165422
127,A320,,,0.6863938187247907
128,A320,,,0.7317191644694568
129,A320,,,0.7085743429679398
130,A320,,,0.8262912278371621
131,A320,,,0.7020064079528079
132,A320,,,0.7702044612633168
133,A319,,,0.7480864584532109
134,A319,,,0.7513695091225818
135,A319,,,0.7036828220986648
136,A319,,,0.8199891599759683
137,A319,,,0.7001131130674285
138,A319,,,0.7311646439532054
139,A320,,,0.8039024867105886
140,A320,,,0.7097333825027989
141,A320,,,0.6770313394351819
142,A320,,,0.762158786193558
143,A319,,,0.7605984384784069
144,A319,,,0.8065440716105772
145,A319,,,0.7047056006539955
146,A319,,,0.906212366367182
147,A320,,,0.6618055699307842
148,A319,2004.0,156.0,0.6357034817615476
149,B739,2001.0,189.0,0.7609911117206252
150,B739,2001.0,189.0,0.9242814895264372
151,E190,,,0.5677119662636653
152,E190,,,0.5495564920124895
153,E190,,,0.5604842900732229
154,E190,,,0.5496348718792784
155,E190,2011.0,,0.4624783344139391
156,E190,2011.0,,0.620064396489397
157,E190,2012.0,106.0,0.5780907027495941
158,E190,2012.0,106.0,0.5158737084168113
159,E190,2012.0,106.0,0.4610970785184273
160,A320,,,0.7206244978169368
161,A320,,,0.5743804836098464
162,A320,,,0.8820954786263694
165,B738,2007.0,189.0,0.8103455154059424
166,B738,2007.0,189.0,0.8683868347517937
167,B738,2009.0,189.0,0.6929428004204329
168,B738,2009.0,189.0,0.7014537832004494
169,B738,2010.0,189.0,0.7669032128437645
170,B738,2010.0,189.0,0.9122953731374864
171,B738,2010.0,189.0,0.774306672412225
172,B738,2010.0,189.0,0.8945875603112711
173,B738,2010.0,189.0,0.7597181389449289
174,B738,2010.0,189.0,0.941074544112091
177,B738,2015.0,,1.0240403922053192
178,B738,2015.0,,0.8560188073277971
179,B738,2017.0,189.0,0.7349907116048516
180,B738,2017.0,189.0,0.909808605154062
181,B738,2017.0,189.0,0.8257936809537848
182,B738,2017.0,189.0,0.8064324023165904
183,B738,2017.0,189.0,0.7308001135543748
184,B738,2017.0,189.0,0.8728226575226081
185,B738,2017.0,189.0,1.0150249512812977
186,B738,2017.0,189.0,0.9390257791209852
0,A320,,,0.6545392196769938
1,A320,,,0.8293123306297621
2,A319,2007.0,106.0,0.7094784492237857
3,A319,2007.0,106.0,0.8359699136152247
6,B738,2011.0,,0.6369728063437246
7,B738,2011.0,,0.6719519609546623
10,A320,2006.0,,0.6367392814048687
11,A320,2006.0,,0.7791420822319403
12,A320,2001.0,140.0,0.6792224261538521
13,A320,2001.0,140.0,0.6958510267320344
16,A319,,,0.5982621916891987
17,A319,,,0.688812193165979
18,A319,,,0.9244198280072335
19,A319,,,0.76842953620995
20,A319,,,0.8549095063702326
21,A319,,,0.8088882673045518
23,A320,2002.0,,0.7398669525926482
24,A320,2003.0,165.0,0.5013400510512573
25,A320,2003.0,165.0,0.7546087361832103
26,A320,2009.0,,0.68685755951604
31,A321,1994.0,,0.9515713782782904
32,A321,1994.0,,0.8124962692601095
33,A321,1994.0,,0.9078084724111488
34,A321,1994.0,,0.832707123277892
35,A321,1994.0,,0.9942224627951504
36,A321,1995.0,,0.8782983618890754
37,A321,1995.0,,0.9497812339240796
38,A321,,,0.8570951199741313
39,A321,,,0.9464194830750444
40,A321,,,0.8846404719573837
41,A319,2000.0,,0.7371041694844785
42,A319,2000.0,,0.6905469066185252
43,A319,2000.0,,0.8740016509860837
44,A319,2000.0,,0.7418538492193154
48,A321,2008.0,,0.8163316555045079
49,A321,2008.0,,0.8746078968195953
50,A321,2008.0,,0.9109572964137638
51,A321,2008.0,,0.8919462324619933
52,A321,2008.0,,0.9820711934490016
70,A320,2010.0,,0.6260721391957749
71,A320,2011.0,,0.7798680453418194
72,A320,2011.0,,0.7194295818088883
73,A320,2011.0,,0.7100646014128625
74,A320,2011.0,,0.7040212353209436
75,A320,2011.0,,0.71285762721185
76,A320,2011.0,,0.7108893453364901
77,A320,2011.0,,0.7414482924354082
78,A320,2011.0,,0.6811787260765643
79,A320,2011.0,,0.6766241060698571
80,A320,2011.0,,0.6650336288963129
81,A320,2011.0,,0.7878502056026742
82,A320,2011.0,,0.6696082024490982
85,A320,2013.0,,0.691870494083697
86,A320,2013.0,,0.6968943011549042
97,A319,1996.0,138.0,0.7073349634668994
98,A319,1996.0,138.0,0.9866249566750164
99,A319,1997.0,138.0,0.5385085573480487
100,A319,1997.0,138.0,0.6336428342678223
103,A320,2015.0,,0.5561848853115589
104,A320,2015.0,,0.5509478210359905
105,A320,2009.0,168.0,0.8547758528932413
106,B752,1996.0,249.0,1.2988253320553995
107,B752,1996.0,249.0,1.3775732169725008
110,A320,2003.0,,0.7518142646507412
111,A320,2001.0,180.0,0.5964051619887898
112,A320,2001.0,180.0,0.5839943403713284
114,A319,2006.0,156.0,0.8106516387518572
115,A319,2006.0,156.0,0.7130237670434012
116,A319,2006.0,156.0,0.711615489645369
117,A319,2006.0,156.0,0.6880660514494797
118,A319,2006.0,156.0,0.7827707219965687
119,A319,2006.0,156.0,0.7783073001152186
120,A320,,,0.5275648260011846
121,A320,,,0.6465068123349942
122,A319,,,0.727381424961985
123,A319,,,0.769633683037027
124,A319,,,0.9382565957207036
125,A319,,,0.93910220709273
126,A319,,,0.7435490201313676
127,A319,,,0.7417045563709181
128,A319,,,0.808378925157198
129,A319,,,0.6993334396548869
130,A320,,,0.5736031883552374
131,A320,,,0.5586461453100411
132,A320,2015.0,,0.5833801582625633
133,A320,2015.0,,0.5349216359391977
134,A320,,,0.6757250953630479
135,A320,,,0.788580150782689
136,A320,,,0.5512373758755835
137,A320,,,0.5824794697440583
138,A320,,,0.6907049368303952
139,A320,,,0.7202644984064447
140,A319,,,0.7665005522317572
141,A319,,,0.8203550223392524
142,A319,,,0.7952808842914062
143,A320,,,0.8048869765887651
146,B737,2008.0,129.0,0.6219855185594386
147,B737,2008.0,129.0,1.0959106869624529
148,E190,,,0.5733383576891224
149,E190,,,0.5400742395964483
150,E190,,,0.4635517092598485
151,E190,,,0.4187481821870948
152,E190,2011.0,106.0,0.5980999552621098
153,E190,2011.0,106.0,0.5236425762409275
154,B738,2009.0,189.0,0.7584452205562264
155,B738,2009.0,189.0,0.87110936590301
156,B738,2009.0,189.0,0.6908127497452676
157,B738,2009.0,189.0,0.6118414372242843
158,B738,2010.0,189.0,0.7686482039506104
159,B738,2010.0,189.0,0.9056403155764114
160,A320,2011.0,182.0,0.7880254673426116
161,A320,2011.0,182.0,0.669455311512918
162,B738,2012.0,189.0,0.7896450400096113
163,B738,2012.0,189.0,0.9125137938475496
164,B738,2012.0,189.0,0.805796119123669
165,B738,2012.0,189.0,0.950148792503382
168,B738,2016.0,,0.6213572268260055
169,B738,2016.0,,0.66407218513549
170,B738,2017.0,189.0,0.9339589597320328
171,B738,2017.0,189.0,0.659045541916944
172,B738,2017.0,189.0,0.7553116769457843
173,B738,2017.0,189.0,0.6240169955096002
174,B738,2017.0,189.0,0.6795082833932883
175,B738,2017.0,189.0,0.7304464971987537
176,B738,2017.0,189.0,0.9244209185975892
177,B738,2017.0,189.0,0.7136020020724418
0,B738,2006.0,162.0,0.6684382220529047
1,E190,2014.0,96.0,0.4537131868169959
2,A320,2013.0,145.0,0.6439927426888494
3,A320,2013.0,145.0,0.7417842322130211
4,B738,2000.0,,0.6443357123390256
5,B738,2000.0,,0.6898984699631988
6,A320,2013.0,178.0,0.7117021587589354
7,A320,2013.0,178.0,0.7752812476124844
8,A320,1999.0,,0.7291279264154733
9,A320,1999.0,,0.8037106254995231
12,A319,,,0.8132762264862761
13,A319,,,0.6320855738465048
14,A319,,,0.8187683228366434
15,A319,,,0.7642575962529163
16,A320,,,0.6389484099446675
17,A320,,,0.7468941746205652
21,A321,1994.0,,0.8358533449880519
22,A321,1994.0,,0.927954986015538
23,A321,1994.0,,0.9085403908334336
24,A321,,,0.9439119111541976
25,A321,1995.0,,0.8420591827562003
26,A321,1995.0,,0.9755998205968076
27,A319,2000.0,,0.7895439154554269
28,A319,2000.0,,0.709531564552475
29,A319,2000.0,,0.8190791405270759
30,A319,2000.0,,0.8221893376219561
31,A319,2001.0,,0.7310905406988684
32,A319,2001.0,,0.6403037564761149
33,A319,2001.0,,0.7687879465943696
34,A319,2001.0,,0.8356521932006667
35,A321,2009.0,,0.8454575758052626
36,A321,2009.0,,0.86018778586677
37,A321,2009.0,,0.9821085139665174
38,A321,2010.0,,0.8339581323966136
56,A320,2010.0,182.0,0.7549217976848243
57,A320,2010.0,182.0,0.571279511863337
58,A320,2010.0,182.0,0.7196733048972163
59,A320,2010.0,182.0,0.6505005788771898
60,A320,2010.0,182.0,0.6729620119871886
61,A320,2010.0,182.0,0.5773585425217291
62,A320,2011.0,,0.7677393396365152
63,A320,2011.0,,0.6643790386847208
64,A320,2011.0,,0.6543655565201767
65,A320,2011.0,,0.8478780720304463
66,A320,2011.0,,0.6459251452936986
67,A320,2011.0,,0.6685735788983305
68,A320,2011.0,,0.6679883986484944
69,A320,2011.0,,0.6984918222863665
70,A320,2011.0,,0.7009832777979327
71,A320,2011.0,,0.668259134475064
72,A320,2011.0,,0.6964283619703777
73,A320,2011.0,,0.7424181028319636
74,A320,2011.0,,0.6525558496981145
75,A320,2011.0,,0.6537600620380278
94,A319,1996.0,138.0,0.7184053662595352
95,A319,1997.0,138.0,0.7613017961040922
96,A319,1997.0,138.0,0.7827876683144428
99,A320,2010.0,168.0,0.6954299735433337
100,A320,2010.0,168.0,0.5709512631395137
101,B752,,,1.3268010494137283
102,B752,,,1.5497568913485815
106,A321,2005.0,2.0,0.8723323757646876
107,A319,2006.0,156.0,0.6102179798134864
108,A319,2006.0,156.0,0.650668368424394
